5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01
4.999999999999999445e-01,1.813811617567309052e-16,5.000000000000000000e-01
5.000000000000000000e-01,0.000000000000000000e+00,4.999999999999999445e-01
5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000001110e-01
4.999999999999993339e-01,1.282550977754948531e-15,4.999999999999994449e-01
4.999999999999998335e-01,2.820544276170733772e-16,4.999999999999998890e-01
4.999999999999999445e-01,1.983869789888377531e-17,5.000000000000001110e-01
4.999999999999994449e-01,9.906427366117625007e-16,4.999999999999996669e-01
4.999999999999997780e-01,4.439947895220771677e-16,4.999999999999997780e-01
4.999999999999998890e-01,0.000000000000000000e+00,5.000000000000002220e-01
5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000001110e-01
5.000000000000000000e-01,4.243807386376824482e-17,5.000000000000001110e-01
4.999999999999998890e-01,1.393424442850610471e-16,5.000000000000000000e-01
4.999999999999999445e-01,1.541592722683317245e-16,4.999999999999998890e-01
4.999999999999998890e-01,1.461547774722636960e-16,5.000000000000000000e-01
5.000000000000000000e-01,0.000000000000000000e+00,4.999999999999999445e-01
4.999999999999995559e-01,9.481155576263839214e-16,4.999999999999994449e-01
4.999999999999997780e-01,4.279428778466972016e-16,4.999999999999998890e-01
4.999999999999998335e-01,2.300165258356254405e-16,5.000000000000000000e-01
4.999999999999996114e-01,8.028491371553559174e-16,4.999999999999995004e-01
5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01
5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01
5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000001110e-01
4.999999999999995559e-01,8.470504765478089362e-16,4.999999999999996669e-01
4.999999999999994449e-01,1.130503149934206983e-15,4.999999999999993894e-01
4.999999999999995559e-01,8.720797227447937088e-16,4.999999999999996669e-01
4.999999999999998890e-01,2.544128562256366274e-16,4.999999999999998890e-01
4.999999999999998890e-01,1.168023729748075509e-16,5.000000000000000000e-01
4.999999999999998890e-01,0.000000000000000000e+00,5.000000000000002220e-01
4.999999999999998890e-01,0.000000000000000000e+00,5.000000000000002220e-01
5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000001110e-01
4.999999999999998890e-01,1.914990314767888649e-16,5.000000000000000000e-01
4.999999999999997780e-01,4.642231813107429769e-16,4.999999999999997780e-01
4.999999999999996114e-01,5.790217858302600925e-16,4.999999999999998890e-01
4.999999999999997780e-01,4.245519622614817993e-16,4.999999999999998890e-01
4.999999999999997780e-01,4.265338813776157464e-16,4.999999999999998335e-01
5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01
4.999999999999998890e-01,0.000000000000000000e+00,5.000000000000002220e-01
4.999999999999998335e-01,3.211045777928760452e-16,4.999999999999998890e-01
5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000001110e-01
4.999999999999998890e-01,0.000000000000000000e+00,5.000000000000002220e-01
4.999999999999998890e-01,3.134734081238100244e-16,4.999999999999997780e-01
4.999999999999997780e-01,5.388857972464544189e-16,4.999999999999997780e-01
5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000001110e-01
4.999999999999997780e-01,4.879867479473228479e-16,4.999999999999997780e-01
4.999999999999998335e-01,3.558696473748942204e-16,4.999999999999998890e-01
4.999999999999999445e-01,0.000000000000000000e+00,5.000000000000001110e-01
5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01
4.999999999999999445e-01,1.086028187780055629e-16,5.000000000000000000e-01
4.999999999999997780e-01,1.245074060944283951e-16,5.000000000000001110e-01
5.000000000000000000e-01,0.000000000000000000e+00,4.999999999999999445e-01
4.999999999999997224e-01,5.372914957869952757e-16,4.999999999999998890e-01
4.999999999999998890e-01,2.237856509707657495e-17,5.000000000000002220e-01
5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01
4.999999999999997780e-01,4.921297618633007147e-16,4.999999999999997780e-01
4.999999999999998335e-01,1.745133398235128729e-16,5.000000000000000000e-01
5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000001110e-01
5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000001110e-01
4.999999999999997780e-01,4.676202736444647522e-16,4.999999999999998335e-01
4.999999999999999445e-01,1.077060728567091170e-16,4.999999999999999445e-01
4.999999999999997224e-01,5.057110835149274272e-16,4.999999999999998335e-01
4.999999999999997780e-01,4.687626307923614443e-16,4.999999999999998335e-01
5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01
4.999999999999996669e-01,6.751257153344469186e-16,4.999999999999997780e-01
4.999999999999995559e-01,8.529759291340083689e-16,4.999999999999995004e-01
4.999999999999997780e-01,4.079173353701854700e-16,4.999999999999997780e-01
4.999999999999996669e-01,7.145142346139381537e-16,4.999999999999997780e-01
5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000001110e-01
4.999999999999995559e-01,9.579055087502197365e-16,4.999999999999994449e-01
4.999999999999993894e-01,1.181023723820043877e-15,4.999999999999995004e-01
4.999999999999998890e-01,1.293676969403024386e-16,5.000000000000001110e-01
4.999999999999997224e-01,2.327513210753689682e-16,5.000000000000001110e-01
4.999999999999998890e-01,1.901060712525133741e-16,5.000000000000000000e-01
4.999999999999997780e-01,3.325262452853255535e-16,4.999999999999998890e-01
4.999999999999998890e-01,2.321115906553714885e-16,4.999999999999998890e-01
4.999999999999998890e-01,3.029675757135404792e-16,4.999999999999997780e-01
4.999999999999997780e-01,4.082060993484863781e-16,4.999999999999997780e-01
4.999999999999997780e-01,4.245519622614817993e-16,4.999999999999997780e-01
4.999999999999998890e-01,3.213491171752521423e-17,5.000000000000001110e-01
4.999999999999997224e-01,5.383503821771625119e-16,4.999999999999997780e-01
4.999999999999997780e-01,4.578023633277184507e-16,4.999999999999998890e-01
4.999999999999993339e-01,1.288623550607133163e-15,4.999999999999994449e-01
4.999999999999997780e-01,0.000000000000000000e+00,5.000000000000003331e-01
4.999999999999997780e-01,4.184631471950385275e-16,4.999999999999997780e-01
4.999999999999997780e-01,3.650302320254423763e-16,5.000000000000000000e-01
4.999999999999994449e-01,1.066539078275778771e-15,4.999999999999993894e-01
5.000000000000000000e-01,4.383466201393616768e-17,5.000000000000000000e-01
4.999999999999997780e-01,4.314477446210360051e-16,4.999999999999998890e-01
4.999999999999999445e-01,1.118283279489270250e-16,5.000000000000000000e-01
4.999999999999998890e-01,2.676887947302673912e-16,4.999999999999999445e-01
4.999999999999996114e-01,7.757715890814591296e-16,4.999999999999996114e-01
4.999999999999998335e-01,3.168917679295005315e-16,4.999999999999998890e-01
4.999999999999998890e-01,6.972352233653390353e-17,5.000000000000000000e-01
4.999999999999997224e-01,5.460764328923960219e-16,4.999999999999998890e-01
4.999999999999993339e-01,9.869136675461182161e-16,4.999999999999997780e-01
4.999999999999991118e-01,1.199225305247888713e-15,4.999999999999997780e-01
4.999999999999997780e-01,4.421098681596082386e-16,4.999999999999998335e-01
4.999999999999998890e-01,9.859730287297319670e-17,5.000000000000000000e-01
4.999999999999998890e-01,8.366095263470311603e-17,5.000000000000000000e-01
4.999999999999997780e-01,4.227584704188889074e-16,4.999999999999997780e-01
